image,labels,final_labels
../images/leptodactylus_pentadactylus_s_000004.png,6
../images/camion_s_000148.png,9
../images/tipper_truck_s_001250.png,9
../images/american_elk_s_001521.png,4
../images/station_wagon_s_000293.png,1
../images/coupe_s_001735.png,1
../images/cassowary_s_001300.png,2
../images/cow_pony_s_001168.png,7
../images/sea_boat_s_001584.png,8
../images/tabby_s_001355.png,3
../images/muntjac_s_001000.png,4
../images/arabian_s_001354.png,7
../images/quarter_horse_s_000672.png,7
../images/passerine_s_000343.png,2
../images/camion_s_001895.png,9
../images/trailer_truck_s_000335.png,9
../images/dumper_s_000821.png,9
../images/alley_cat_s_000200.png,3
../images/accentor_s_000677.png,2
../images/frog_s_001671.png,6
../images/capreolus_capreolus_s_000051.png,4
../images/tomcat_s_000772.png,3
../images/pickerel_frog_s_000446.png,6
../images/bufo_s_001242.png,6
../images/cassowary_s_001246.png,2
../images/toad_s_001748.png,6
../images/cat_s_000081.png,3
../images/chihuahua_s_000825.png,5
../images/alces_alces_s_000959.png,4
../images/stealth_bomber_s_000554.png,0
../images/twinjet_s_000663.png,0
../images/trucking_rig_s_001402.png,9
../images/auto_s_000609.png,1
../images/tabby_cat_s_000983.png,3
../images/wapiti_s_000416.png,4
../images/monoplane_s_000895.png,0
../images/true_cat_s_000247.png,3
../images/tennessee_walker_s_000486.png,7
../images/house_cat_s_000243.png,3
../images/house_cat_s_001196.png,3
../images/pekinese_s_001337.png,5
../images/ostrich_s_001368.png,2
../images/ostrich_s_001150.png,2
../images/stallion_s_000046.png,7
../images/station_waggon_s_000041.png,1
../images/coupe_s_001944.png,1
../images/estate_car_s_000580.png,1
../images/accentor_s_000759.png,2
../images/emu_novaehollandiae_s_000795.png,2
../images/dive_bomber_s_001390.png,0
../images/articulated_lorry_s_000131.png,9
../images/pekinese_s_001093.png,5
../images/broodmare_s_001463.png,7
../images/delivery_truck_s_000834.png,9
../images/songbird_s_001052.png,2
../images/emu_s_000692.png,2
../images/puppy_s_000115.png,5
../images/wagtail_s_001821.png,2
../images/dama_dama_s_000658.png,4
../images/domestic_cat_s_001970.png,3
../images/ambulance_s_003039.png,1
../images/convertible_s_001763.png,1
../images/tank_ship_s_001229.png,8
../images/cassowary_s_001055.png,2
../images/wagon_s_001142.png,1
../images/police_cruiser_s_000620.png,1
../images/moose_s_002308.png,4
../images/aerial_ladder_truck_s_000584.png,9
../images/saddle_horse_s_000717.png,7
../images/tanker_s_001350.png,8
../images/mongrel_s_001571.png,5
../images/truck_s_000835.png,9
../images/pickerel_frog_s_001195.png,6
../images/lipizzan_s_000399.png,7
../images/tabby_s_000074.png,3
../images/automobile_s_001887.png,1
../images/moving_van_s_001665.png,9
../images/attack_aircraft_s_000153.png,0
../images/domestic_cat_s_001596.png,3
